date,AAPL,MSFT,NVDA,AVGO,GOOGL,AMZN,META,JPM,V,MA,JNJ,UNH,XOM,CVX,PG,KO,COST,CAT,WMT,HD
2021-11-30,0.09999999856196289,0.09999999857189723,0.0999999952105687,0.09999999379708747,3.6571532877915786e-10,3.6114553162039686e-10,2.8130036043514286e-10,0.008313338915357314,3.5738170332690774e-10,2.2661995002036635e-10,1.0506280426749903e-09,0.040994344356248553,0.09999999954881392,0.09999999950583983,0.09999999958990051,1.6841524032489367e-09,0.09999999922718761,4.330019923328789e-10,0.05069232872772201,0.09999999922746847
2021-12-31,0.09999999819894088,0.0051514368492489235,0.049070650610190836,0.09999999833852137,4.823738203232113e-09,3.5473692625957523e-09,2.6788650895060716e-09,6.245881151410064e-09,1.8381023348106355e-09,1.89542108151528e-09,0.09999999549853855,0.0999999975054733,3.2789464545669877e-09,0.09999999517003089,0.09999999641734743,0.09999999161947519,0.09999999769395136,1.2847306682829294e-07,0.04577779126522728,0.09999999805166356
2022-01-31,0.09999999993012383,1.09372365700556e-10,2.346823529848572e-13,0.051563903024102346,9.405518805846674e-11,6.708949880894096e-11,7.395283719837366e-11,9.477090409347383e-11,5.76093229583051e-10,0.06590340997587382,0.09999999991911739,0.09999999886599933,0.09999999995148906,0.09999999989036802,0.09999999988418944,0.09999999991338718,1.1039718130270944e-08,0.07741997982197353,0.04682732346269412,0.058285373305397056
2022-02-28,-1.1093177881694948e-12,7.204254840246163e-12,-3.7647718998147505e-12,0.06224878575364202,5.8289809463609754e-12,1.1785549360709099e-11,1.4424689489749047e-12,3.540632863341905e-12,0.07821063518964115,0.09999999960194278,0.09999999994578658,0.09999999991523148,0.09999999998563601,0.09999999997291181,0.09999999999112984,0.09999999997823043,1.1065457174094332e-10,0.059540579615037566,0.0999999999048663,1.036224382640952e-11
2022-03-31,4.879450170645202e-06,9.374522322966848e-05,6.184014746098057e-09,4.87763590128592e-08,2.7566392825286807e-06,0.0110316834518716,5.358067287919217e-09,1.0835758587271473e-08,0.09999994952117167,0.01756764551940658,0.09999998592338771,0.09999997708169979,0.09999999767082594,0.09999998932165925,0.07129935579900074,0.09999998936541335,0.09999998270702198,0.09999998966774497,0.09999999061292682,1.0890987230676028e-08
2022-04-29,7.58449423989683e-08,8.446772926692608e-08,1.391558090453059e-09,0.03392013627834044,1.2233504417153042e-08,5.774737932090288e-09,1.8606969593262158e-09,2.4851242304715133e-08,5.084270246118948e-05,0.06602889054769114,0.09999999244437668,0.0999999912210424,0.09999999381381358,0.09999999373985795,0.09999998964923705,0.09999999165764928,0.09999997540410026,0.09999999186596671,0.09999999044782552,1.3803226346517558e-08
2022-05-31,2.32005169170423e-09,4.206742145503088e-09,5.097116933166471e-10,5.073181838320702e-08,2.577302947973246e-09,1.1793038132453514e-09,2.250468405954215e-09,0.09999737885914102,0.011435298281464192,0.09999996092997877,0.09999999365404055,0.09999991093567817,0.09999999770536509,0.09999999658953632,0.09999997721357612,0.09999999150128458,1.953013383222111e-09,0.09999999642866578,0.0885674242899671,7.88288987805227e-09
2022-06-30,1.2109515469608702e-10,4.041046210559395e-10,5.964701168962927e-11,3.957011686385164e-10,2.030164447665609e-10,5.028104174170441e-11,1.4205343896273245e-11,0.09999999918811979,0.07634479058249302,1.823325376100281e-10,0.09999999985972169,0.0999999999764524,0.09999999987005626,0.09999999905387862,0.10000000003138695,0.09999999993489317,1.740624878907278e-10,0.023655210268876105,0.09999999980113326,0.09999999982854432
2022-07-29,1.5645529027728046e-08,1.2725596766455298e-07,5.535077818782847e-10,1.3968644410090922e-08,2.744359583824e-08,1.2850592446153285e-08,1.9030579339959548e-09,0.07381465649317036,0.09999999773530598,0.026187986557646658,0.09999999349919593,0.09999999802512999,0.09999998692740115,0.09999741737709508,0.09999999430894052,0.09999999786811199,1.0786650138794071e-08,4.90511785810321e-09,0.09999975879863174,0.09999999709670739
2022-08-31,0.09999999991497094,2.347532217616866e-10,1.5938065311346007e-11,4.368964110417573e-11,3.147696921576922e-11,4.2412987493645826e-11,1.989024294287339e-11,1.0989774186319224e-10,0.07175872229154066,3.5161223260999187e-11,0.10000000000036956,0.09999999999308287,0.09999999987640536,0.028241277455122137,0.09999999999286296,0.09999999997792276,0.09999999998919246,2.4876922768949947e-11,0.10000000000093849,0.09999999994949653
